"Time","api-icesat2-prod-dask-gateway-798c9798f8-bpwcf","api-icesat2-prod-dask-gateway-7996ccc5d9-fqr5g","autohttps-6c669c845d-5ld64","controller-icesat2-prod-dask-gateway-78f86f6f6d-f4nxg","dask-scheduler-2d75a3c022794e0ca895c8cfbf756a87","dask-scheduler-410bb88f732e4680b5456aeb85881f9a","dask-scheduler-489fe79f6bf7448ea2c022a62751a31f","dask-scheduler-4b52a76a35694213a981d9cb3c26b6a7","dask-scheduler-9a2687ca7a6749628e989eac65b9f0c7","dask-scheduler-fe385ff2c7bf4465907ba269a04421b0","dask-worker-410bb88f732e4680b5456aeb85881f9a-7g8ht","dask-worker-410bb88f732e4680b5456aeb85881f9a-7x6bc","dask-worker-410bb88f732e4680b5456aeb85881f9a-9qs4c","dask-worker-410bb88f732e4680b5456aeb85881f9a-b8jq2","dask-worker-410bb88f732e4680b5456aeb85881f9a-kwhzb","dask-worker-489fe79f6bf7448ea2c022a62751a31f-bqsgr","dask-worker-489fe79f6bf7448ea2c022a62751a31f-h29dj","dask-worker-489fe79f6bf7448ea2c022a62751a31f-j9hw4","dask-worker-489fe79f6bf7448ea2c022a62751a31f-lcthl","dask-worker-489fe79f6bf7448ea2c022a62751a31f-rrqxz","dask-worker-4b52a76a35694213a981d9cb3c26b6a7-4vttq","dask-worker-4b52a76a35694213a981d9cb3c26b6a7-7rbpm","dask-worker-4b52a76a35694213a981d9cb3c26b6a7-8qvb4","dask-worker-4b52a76a35694213a981d9cb3c26b6a7-dlzt5","dask-worker-4b52a76a35694213a981d9cb3c26b6a7-fjjvr","dask-worker-4b52a76a35694213a981d9cb3c26b6a7-fnhfq","dask-worker-4b52a76a35694213a981d9cb3c26b6a7-t4h7d","dask-worker-4b52a76a35694213a981d9cb3c26b6a7-t5vf8","dask-worker-4b52a76a35694213a981d9cb3c26b6a7-x7q82","dask-worker-4b52a76a35694213a981d9cb3c26b6a7-xdzmj","dask-worker-9a2687ca7a6749628e989eac65b9f0c7-6fn5v","dask-worker-9a2687ca7a6749628e989eac65b9f0c7-7xt7f","dask-worker-9a2687ca7a6749628e989eac65b9f0c7-82swx","dask-worker-9a2687ca7a6749628e989eac65b9f0c7-8nnw2","dask-worker-9a2687ca7a6749628e989eac65b9f0c7-j9lxj","dask-worker-9a2687ca7a6749628e989eac65b9f0c7-mrz42","dask-worker-9a2687ca7a6749628e989eac65b9f0c7-nhvnj","dask-worker-9a2687ca7a6749628e989eac65b9f0c7-t7scx","dask-worker-9a2687ca7a6749628e989eac65b9f0c7-xkj4w","dask-worker-9a2687ca7a6749628e989eac65b9f0c7-zxhjr","hub-5c554bb6b5-qvjnm","icesat2-prod-ingress-nginx-controller-69b6d47979-hwrr5","icesat2-prod-kube-state-metrics-75bfcfbd8c-scd9j","icesat2-prod-prometheus-op-operator-589f7c4c68-cnxx4","jupyter-ajijohn","jupyter-chiaral","jupyter-cspencerjones","jupyter-emiliom","jupyter-jbusecke","jupyter-jessicas11","jupyter-rabernat","jupyter-rsignell-2dusgs","jupyter-salvis2","jupyter-scottyhq","proxy-5b8689767c-49wqk","traefik-icesat2-prod-dask-gateway-84bd7f7c7-97j5l","user-scheduler-dbd59d5d-25z28","user-scheduler-dbd59d5d-hk844","quota - requests","quota - limits"
2020-09-29 00:20:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-09-29 00:40:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-09-29 01:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-09-29 01:20:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-09-29 01:40:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-09-29 02:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-09-29 02:20:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-09-29 02:40:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-09-29 03:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-09-29 03:20:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-09-29 03:40:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-09-29 04:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-09-29 04:20:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-09-29 04:40:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-09-29 05:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-09-29 05:20:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-09-29 05:40:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-09-29 06:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-09-29 06:20:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-09-29 06:40:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-09-29 07:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-09-29 07:20:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-09-29 07:40:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-09-29 08:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-09-29 08:20:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-09-29 08:40:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-09-29 09:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-09-29 09:20:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-09-29 09:40:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-09-29 10:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-09-29 10:20:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-09-29 10:40:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-09-29 11:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-09-29 11:20:00,,113524736,114565120,118210560,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,224288768,207388672,21241856,63070208,1187217408,,999276544,,,,,,,,48046080,30171136,32907264,38092800,,
2020-09-29 11:40:00,,113524736,114556928,118210560,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,224288768,207388672,21241856,62570496,1187217408,,1008459776,,,,,,,,49733632,30179328,32907264,37838848,,
2020-09-29 12:00:00,,113524736,114638848,118210560,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,224288768,207396864,21250048,62464000,1187217408,,1486692352,,,,,,,,50720768,30179328,32907264,38068224,,
2020-09-29 12:20:00,104423424,,114581504,118243328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,224288768,207405056,21266432,62431232,1187217408,,1486946304,,,,,,,,51085312,30375936,32956416,38051840,,
2020-09-29 12:40:00,104521728,,114581504,118243328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,224288768,207413248,21274624,62406656,1187217408,,1487200256,,,,,,,,51077120,42893312,32907264,38232064,,
2020-09-29 13:00:00,104611840,,114581504,118243328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,224399360,207421440,21291008,62414848,1187217408,,1487446016,,,,,,,,51085312,42975232,32956416,38117376,,
2020-09-29 13:20:00,104710144,,114548736,118243328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,224288768,207429632,21299200,62414848,,,,,,,,,,,50544640,32768000,33021952,38232064,,
2020-09-29 13:40:00,104783872,,114548736,118243328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,224288768,207437824,21323776,62423040,,,,,,,,,,,50552832,33017856,32923648,38232064,,
2020-09-29 14:00:00,104833024,,114450432,118243328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,224288768,207446016,21340160,62431232,,,,,,,,,,,50569216,33161216,32710656,38166528,,
2020-09-29 14:20:00,104906752,,114450432,118243328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,224288768,207462400,21340160,62447616,,,,,,,,,,,50544640,33284096,32727040,38141952,,
2020-09-29 14:40:00,104939520,,114450432,118243328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,224288768,207462400,21340160,62447616,,,,,,,,,,,50544640,33415168,32792576,38223872,,
2020-09-29 15:00:00,104939520,,114450432,118243328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,224288768,207462400,21340160,62480384,,,,,,,,,,,50544640,33497088,32743424,38404096,,
2020-09-29 15:20:00,104939520,,114450432,118243328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,224296960,207470592,21356544,62488576,,,,,,,,,,,50593792,33529856,32923648,38309888,,
2020-09-29 15:40:00,105603072,,114499584,118243328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,224296960,207470592,21356544,62500864,,,,,,,,,,639188992,52527104,33685504,32923648,38453248,,
2020-09-29 16:00:00,105799680,,114483200,118243328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,224296960,207478784,21356544,62504960,,,,,,,,,,944201728,46551040,33783808,32923648,38158336,,
2020-09-29 16:20:00,105938944,,114483200,118243328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,224296960,207478784,21356544,62513152,,,,,,,,,,1012973568,47251456,33849344,32956416,38289408,,
2020-09-29 16:40:00,105938944,,114483200,118243328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,224296960,207478784,21356544,62537728,,,,,,,,,,,47292416,33931264,32923648,38158336,,
2020-09-29 17:00:00,105963520,,114483200,118243328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,224296960,207486976,21356544,62537728,,,,,,,,,,,47292416,33996800,32923648,38436864,,
2020-09-29 17:20:00,105963520,,114483200,118243328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,224296960,207536128,21381120,62537728,,,,,,,,,,,47292416,34021376,33005568,38174720,,
2020-09-29 17:40:00,105979904,,114483200,118243328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,224296960,207536128,21381120,62488576,,,,,,,,,,,47292416,34062336,32825344,38256640,,
2020-09-29 18:00:00,105979904,,114483200,118243328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,224305152,207536128,21381120,62509056,,,,,,,,,,,47292416,34119680,33005568,38141952,,
2020-09-29 18:20:00,105979904,,114483200,118243328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,224305152,207888384,21381120,62513152,,,,,,,,,,,47276032,34136064,32923648,38322176,,
2020-09-29 18:40:00,105979904,,114483200,118243328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,224305152,207986688,21381120,62513152,,,,,,,,,,,47276032,34185216,32694272,38404096,,
2020-09-29 19:00:00,105979904,,114483200,118243328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,224305152,207994880,21389312,62513152,,,,,,,,,,,47276032,34209792,32636928,38060032,,
2020-09-29 19:20:00,105979904,,114483200,118243328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,224305152,208011264,21389312,62521344,,,,,,,,,,,47276032,34242560,32768000,38256640,,
2020-09-29 19:40:00,105979904,,114483200,118243328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,224305152,208019456,21389312,62529536,,,,,,,,,,,47276032,34242560,32931840,38338560,,
2020-09-29 20:00:00,105979904,,114483200,118243328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,224305152,208740352,21397504,62529536,,,,,,,,,,,47276032,34275328,32768000,38125568,,
2020-09-29 20:20:00,105979904,,114483200,118243328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,224305152,208306176,21405696,62644224,,,,,,,,,,,47276032,34316288,32727040,38191104,,
2020-09-29 20:40:00,105979904,,114483200,118243328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,224305152,208306176,21422080,62652416,,,,,,,,,,,47276032,34340864,32940032,38371328,,
2020-09-29 21:00:00,105979904,,114483200,118243328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,224305152,208355328,21422080,62668800,,,,,,,,,,,47276032,34373632,32940032,38109184,,
2020-09-29 21:20:00,105979904,,114483200,118243328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,224305152,208371712,21405696,62668800,,,,,,,,,,,47276032,34398208,32841728,38273024,,
2020-09-29 21:40:00,105979904,,114483200,118243328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,224305152,208371712,21405696,62668800,,,,,,,,,,,47276032,34414592,32940032,38273024,,
2020-09-29 22:00:00,105979904,,114483200,118243328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,224305152,208347136,21413888,62668800,,,,,,,,,,,47276032,34414592,32808960,38404096,,
2020-09-29 22:20:00,105979904,,114483200,118243328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,224305152,208363520,21413888,62717952,,,,,,,,,,,47276032,34455552,32940032,38404096,,
2020-09-29 22:40:00,105979904,,114483200,118243328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,224305152,208363520,21430272,62717952,,,,,,,,,,,47276032,34455552,32759808,38092800,,
2020-09-29 23:00:00,105979904,,114483200,118243328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,224305152,208371712,21430272,62857216,,,,,,,,,,,47276032,34455552,32792576,38125568,,
2020-09-29 23:20:00,105979904,,114483200,118243328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,224305152,208379904,21430272,62857216,,,,,,,,,,,47276032,34463744,32940032,38273024,,
2020-09-29 23:40:00,105979904,,114483200,118243328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,224305152,208388096,21438464,62857216,,,,,,,,,,,47276032,34480128,32940032,38322176,,
2020-09-30 00:00:00,105979904,,114483200,118243328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,224305152,208396288,21438464,62857216,,,,,,,,,,,47276032,34521088,32841728,38158336,,
2020-09-30 00:20:00,105979904,,114483200,118243328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,224305152,208404480,21438464,63496192,,,,,,,,,,,47276032,34529280,32940032,38240256,,
2020-09-30 00:40:00,105979904,,114483200,118243328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,224305152,208404480,21446656,63504384,,,,,,,,,,,47276032,34537472,32792576,38256640,,
2020-09-30 01:00:00,105979904,,114483200,118243328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,224305152,208412672,21446656,63504384,,,,,,,,,,,47276032,34545664,33005568,38322176,,
2020-09-30 01:20:00,105979904,,114483200,118243328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,224305152,208412672,21446656,63709184,,,,,,,,,,,47276032,34562048,32940032,38141952,,
2020-09-30 01:40:00,105979904,,114483200,118243328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,224305152,208420864,21454848,63840256,,,,,,,,,,,47276032,34562048,32858112,38273024,,
2020-09-30 02:00:00,105979904,,114483200,118243328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,224305152,208429056,21454848,65429504,,,,,,,,,,,47276032,34562048,32940032,38273024,,
2020-09-30 02:20:00,105979904,,114483200,118243328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,224305152,208437248,21463040,68288512,,,,,,,,,,,47308800,34586624,32940032,38273024,,
2020-09-30 02:40:00,105979904,,114483200,118243328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,224305152,208437248,21463040,68362240,,,,,,,,,,,47308800,34603008,32940032,38387712,,
2020-09-30 03:00:00,105979904,,114483200,118243328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,224305152,208437248,21471232,68362240,,,,,,,,,,,47308800,34611200,32776192,38387712,,
2020-09-30 03:20:00,105996288,,114483200,118243328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,224305152,208437248,21471232,68370432,,,,,,,,,,,47308800,34627584,32759808,38043648,,
2020-09-30 03:40:00,105996288,,114483200,118243328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,224305152,208445440,21471232,68382720,,,,,,,,,,,47308800,34627584,32940032,38182912,,
2020-09-30 04:00:00,105996288,,114483200,118243328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,224305152,208445440,21471232,68395008,,,,,,,,,,,47308800,34627584,32727040,38100992,,
2020-09-30 04:20:00,105996288,,114483200,118235136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,224305152,208445440,21471232,68468736,,,,,,,,,,,47874048,34639872,32948224,38076416,,
2020-09-30 04:40:00,105996288,,114483200,118235136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,224305152,208445440,21479424,68476928,,,,,,,,,,,47874048,34643968,32956416,38191104,,
2020-09-30 05:00:00,105996288,,114483200,118235136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,224305152,208453632,21487616,68476928,,,,,,,,,,,47874048,34643968,32956416,38125568,,
2020-09-30 05:20:00,105996288,,114483200,118235136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,224305152,208453632,21487616,68476928,,,,,,,,,,,47874048,34652160,32956416,38109184,,
2020-09-30 05:40:00,105996288,,114483200,118235136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,224305152,208461824,21487616,68476928,,,,,,,,,,,47874048,34660352,32759808,38207488,,
2020-09-30 06:00:00,105996288,,114483200,118235136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,224305152,208576512,21487616,68485120,,,,,,,,,,,47890432,34676736,32956416,38141952,,
2020-09-30 06:20:00,105996288,,114483200,118235136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,224305152,208650240,21495808,69115904,,,,,,,,,,,47906816,34684928,32956416,38141952,,
2020-09-30 06:40:00,105996288,,114483200,118235136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,224305152,208658432,21495808,69124096,,,,,,,,,,,47906816,34684928,33120256,38354944,,
2020-09-30 07:00:00,105996288,,114483200,118235136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,224305152,208658432,21495808,69124096,,,,,,,,,,,47906816,34693120,32956416,38125568,,
2020-09-30 07:20:00,105996288,,114483200,118235136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,224305152,208658432,21495808,69124096,,,,,,,,,,,47906816,34709504,33046528,37994496,,
2020-09-30 07:40:00,105996288,,114483200,118235136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,224305152,208658432,21495808,69124096,,,,,,,,,,,47906816,34709504,32817152,38109184,,
