"Time","api-icesat2-prod-dask-gateway-798c9798f8-bpwcf","autohttps-6c669c845d-5ld64","controller-icesat2-prod-dask-gateway-78f86f6f6d-f4nxg","dask-scheduler-04c170d2a43845b1b3615a30e1f14ae6","dask-scheduler-2d75a3c022794e0ca895c8cfbf756a87","dask-scheduler-3efefa2916d041728ffae1591d540734","dask-scheduler-410bb88f732e4680b5456aeb85881f9a","dask-scheduler-489fe79f6bf7448ea2c022a62751a31f","dask-scheduler-4b52a76a35694213a981d9cb3c26b6a7","dask-scheduler-7e1aef87ccf646febe579ab8f93a340f","dask-scheduler-9a2687ca7a6749628e989eac65b9f0c7","dask-scheduler-9fc829ee12af4c58a86c95fe2410286a","dask-scheduler-a3413571b0054e2592d0ef35f2684b3d","dask-scheduler-a6e61215499b4a529aebd4241f14f5af","dask-scheduler-fe385ff2c7bf4465907ba269a04421b0","dask-worker-3efefa2916d041728ffae1591d540734-7wm8f","dask-worker-3efefa2916d041728ffae1591d540734-nvhrj","dask-worker-410bb88f732e4680b5456aeb85881f9a-7g8ht","dask-worker-410bb88f732e4680b5456aeb85881f9a-7x6bc","dask-worker-410bb88f732e4680b5456aeb85881f9a-9qs4c","dask-worker-410bb88f732e4680b5456aeb85881f9a-b8jq2","dask-worker-410bb88f732e4680b5456aeb85881f9a-kwhzb","dask-worker-489fe79f6bf7448ea2c022a62751a31f-bqsgr","dask-worker-489fe79f6bf7448ea2c022a62751a31f-h29dj","dask-worker-489fe79f6bf7448ea2c022a62751a31f-j9hw4","dask-worker-489fe79f6bf7448ea2c022a62751a31f-lcthl","dask-worker-489fe79f6bf7448ea2c022a62751a31f-rrqxz","dask-worker-4b52a76a35694213a981d9cb3c26b6a7-4vttq","dask-worker-4b52a76a35694213a981d9cb3c26b6a7-7rbpm","dask-worker-4b52a76a35694213a981d9cb3c26b6a7-8qvb4","dask-worker-4b52a76a35694213a981d9cb3c26b6a7-dlzt5","dask-worker-4b52a76a35694213a981d9cb3c26b6a7-fjjvr","dask-worker-4b52a76a35694213a981d9cb3c26b6a7-fnhfq","dask-worker-4b52a76a35694213a981d9cb3c26b6a7-t4h7d","dask-worker-4b52a76a35694213a981d9cb3c26b6a7-t5vf8","dask-worker-4b52a76a35694213a981d9cb3c26b6a7-x7q82","dask-worker-4b52a76a35694213a981d9cb3c26b6a7-xdzmj","dask-worker-9a2687ca7a6749628e989eac65b9f0c7-6fn5v","dask-worker-9a2687ca7a6749628e989eac65b9f0c7-7xt7f","dask-worker-9a2687ca7a6749628e989eac65b9f0c7-82swx","dask-worker-9a2687ca7a6749628e989eac65b9f0c7-8nnw2","dask-worker-9a2687ca7a6749628e989eac65b9f0c7-j9lxj","dask-worker-9a2687ca7a6749628e989eac65b9f0c7-mrz42","dask-worker-9a2687ca7a6749628e989eac65b9f0c7-nhvnj","dask-worker-9a2687ca7a6749628e989eac65b9f0c7-t7scx","dask-worker-9a2687ca7a6749628e989eac65b9f0c7-xkj4w","dask-worker-9a2687ca7a6749628e989eac65b9f0c7-zxhjr","dask-worker-a3413571b0054e2592d0ef35f2684b3d-4gl4z","dask-worker-a3413571b0054e2592d0ef35f2684b3d-9ckgc","dask-worker-a3413571b0054e2592d0ef35f2684b3d-sbjdl","dask-worker-a6e61215499b4a529aebd4241f14f5af-22p2l","dask-worker-a6e61215499b4a529aebd4241f14f5af-84x5k","dask-worker-a6e61215499b4a529aebd4241f14f5af-8gxdf","dask-worker-a6e61215499b4a529aebd4241f14f5af-8hqsz","hub-5c554bb6b5-qvjnm","icesat2-prod-ingress-nginx-controller-69b6d47979-hwrr5","icesat2-prod-kube-state-metrics-75bfcfbd8c-scd9j","icesat2-prod-prometheus-op-operator-589f7c4c68-cnxx4","jupyter-ajijohn","jupyter-cspencerjones","jupyter-emiliom","jupyter-jbusecke","jupyter-jessicas11","jupyter-rsignell-2dusgs","jupyter-salvis2","jupyter-scottyhq","jupyter-tomaugspurger","proxy-5b8689767c-49wqk","traefik-icesat2-prod-dask-gateway-84bd7f7c7-97j5l","user-scheduler-dbd59d5d-25z28","user-scheduler-dbd59d5d-hk844","quota - requests","quota - limits"
2020-10-05 19:40:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-05 20:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-05 20:20:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-05 20:40:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-05 21:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-05 21:20:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-05 21:40:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-05 22:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-05 22:20:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-05 22:40:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-05 23:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-05 23:20:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-05 23:40:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-06 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-06 00:20:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-06 00:40:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-06 01:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-06 01:20:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-06 01:40:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-06 02:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-06 02:20:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-06 02:40:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-06 03:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-06 03:20:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-06 03:40:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-06 04:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-06 04:20:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-06 04:40:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-06 05:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-06 05:20:00,0.0010152160796599234,0.0005880392027636998,0.000849746137871489,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.005661995130047632,0.004657537297289945,0.005559562986519357,0.7478135052251098,,,,,,,,,,0.0002584132509230668,0.001480834550884999,0.011817126863750567,0.01299097413638655,,
2020-10-06 05:40:00,0.000996458347054071,0.0005625009990568889,0.0008377871886512813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0052451521111952365,0.004630361980211481,0.004415247641207624,0.5886687637876807,,,,,,,,,,0.0002610695084811174,0.0014642245527537432,0.01067788869743079,0.011486441757369983,,
2020-10-06 06:00:00,0.0010020365247918888,0.0011256257282076531,0.0009392104016022884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.005351208701809067,0.0047897944203804665,0.005140384728723649,0.6534987387472455,,,,,,,,,,0.00026062304334622556,0.0014403055091071356,0.011403547291192048,0.011964521313104564,,
2020-10-06 06:20:00,0.0010502636766624017,0.0006156747035775479,0.0010006417904717762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0053624834559230315,0.00476927502106383,0.005246029283020706,0.7011980025050738,,,,,,,,,,0.0002480122863867852,0.0015995943024232242,0.012296811976277786,0.011806649282750326,,
2020-10-06 06:40:00,0.0010474268669211548,0.0006130276694720244,0.0009289418753125134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.005539137536587392,0.0047661661523941135,0.004838001790713182,0.5370116936203606,,,,,,,,,,0.0002513890748223139,0.0012137933494671758,0.010738276983412141,0.011061577657789522,,
2020-10-06 07:00:00,0.000958461269255864,0.0006411712473120622,0.000978866871869073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.005579802917497705,0.0048866974639978295,0.004687803454026633,0.57573393203907,,,,,,,,,,0.00025365597934862757,0.0015408563722544301,0.010114532982251814,0.01096599628694365,,
2020-10-06 07:20:00,0.0010306732109744698,0.0031869935582557705,0.0010042345249323347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.008440346486006445,0.004416551707830746,0.005119242062690153,0.7188639305099477,,0.051778593098692136,,,,,,,,0.002755198371607534,0.0016125173047781408,0.011998902762258012,0.012915395700713725,,
2020-10-06 07:40:00,0.0009525175508276162,0.001197513805382763,0.0008848082495427857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.009207128628371662,0.004820025665888958,0.004664749291024143,0.5900361111805917,,0.0005583537796659663,,,,,,,,0.0007664479733896607,0.0015080518990312054,0.01057785610237054,0.010628598324142022,,
2020-10-06 08:00:00,0.001015347923849511,0.0045939470248730855,0.0008397032920122341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.009932100322234315,0.0046579848880369,0.004995403380131018,0.6145385221096227,,0.0003775376671580125,,,,,,,,0.000536630761613432,0.0014955143958699057,0.01026721288838088,0.011815547278159453,,
2020-10-06 08:20:00,0.00099948507484406,0.0006940964073032445,0.0009867497578459514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.008262879642352089,0.00451432154279071,0.005238896162532558,0.7358778472124539,,0.00036985569439654964,,,,,,,,0.0003514051517805966,0.001528119798106708,0.01178241556606666,0.012100055407808383,,
2020-10-06 08:40:00,0.0009656869709869682,0.0006903391741286654,0.0009241205789780688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.008042025721239271,0.004807313693614269,0.004534548491430939,0.5882333285836986,,0.0003859744410778989,,,,,,,,0.0003308036847891921,0.0015852702386138248,0.011255788432331073,0.011589199906180625,,
2020-10-06 09:00:00,0.0009910833790740907,0.0007210150771031947,0.0011359574577781023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.006552864337084706,0.004970612787056447,0.005393648628547312,0.6054119606261609,,0.00039941795882585004,,,,,,,,0.00034884697708902014,0.0015472231316766604,0.011523893776655296,0.011671006673351565,,
2020-10-06 09:20:00,0.0010631208600518022,0.0006586497156999095,0.0009268262422379114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.006864328773116103,0.004617763450541607,0.005458033568918469,0.7578178122342561,,0.0003936223422463034,,,,,,,,0.00034814018755072277,0.0015653390705854197,0.012363853158522802,0.012993283849386025,,
2020-10-06 09:40:00,0.0010196996788507918,0.0006791242965157518,0.0008119265005041526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.006516903508335356,0.004634578337033001,0.0043674724331407054,0.60272959577427,,0.00037837557647711406,,,,,,,,0.00034247983333918783,0.0014986602992469688,0.010983617448677666,0.01124416551813837,,
2020-10-06 10:00:00,0.0009433197626928973,0.0006760908712679831,0.0009123993816580396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.006833653436073466,0.0046423711907930595,0.0048979225797423625,0.5619151145660833,,0.0004085863702344278,,,,,,,,0.00033442635962296614,0.0015161744454111883,0.010683346248197126,0.010950363601840696,,
2020-10-06 10:20:00,0.0010725246092753,0.0011388617650940744,0.0010631611157800166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.006770476902513615,0.004754879470925755,0.00580810305958054,0.7371568068749372,,0.0006921406894800017,,,,,,,,0.000368974562219668,0.0016307332300098,0.01202413073097627,0.013217457935616253,,
2020-10-06 10:40:00,0.0009889573179140856,0.0007317883893085621,0.0010137981787051106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0069034546649096445,0.004554318504290597,0.004629448057324615,0.5534470257281369,,0.00027140705517814904,,,,,,,,0.0002703694303422645,0.001534793949525212,0.010938280712171667,0.011137890289446086,,
2020-10-06 11:00:00,0.0009919160662230152,0.0008084754376498473,0.0009341085533151829,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.006440704821645326,0.004645454225962244,0.004573303931401193,0.5601793876776701,,0.00027967104683346283,,,,,,,,0.00025868668201205636,0.002027502891023894,0.011148159692208615,0.010984297947668205,,
2020-10-06 11:20:00,0.0009994554727326594,0.0008045154667571144,0.001008710258088959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.006257805189391379,0.00468412995748271,0.005764208958003157,0.6901646949226548,,0.0002789679899370285,,,,,,,,0.0002502539320119549,0.001629738424541623,0.012357102065625628,0.012775961540593368,,
2020-10-06 11:40:00,0.001021471564078247,0.0007782669370798025,0.0009165970145451543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0060481231555982815,0.004683738865829555,0.004526511225027731,0.5761335825931279,,,,,,,,,,0.00025201569110127025,0.0015366006479993585,0.010415129280291778,0.01077061392031297,,
2020-10-06 12:00:00,0.000999047518650216,0.0006287476192324572,0.0008594919215087579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.005847502722228122,0.004829707530397091,0.004833975003444903,0.6093638458481472,,,,,,,,,,0.00025697378327904435,0.00614106979138972,0.010829371237916434,0.011259420271157776,,
2020-10-06 12:20:00,0.0010752014956149024,0.0008437012727791635,0.0011007766940153445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.006996685150161842,0.004816827458397847,0.004979803664148141,0.6779113846455443,,,,,,,,,,0.0005595825677512186,0.0017664233464929654,0.012828443604327288,0.01312466636471811,,
2020-10-06 12:40:00,0.001049033358063976,0.0023646779495968924,0.0009069646805690995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0083368660133161,0.004697756808148441,0.00457340809952057,0.5600397085606802,,0.03641364735680837,,,,,,,,0.0015625333009857932,0.001655597330559257,0.01049819441500944,0.011266120710419367,,
2020-10-06 13:00:00,0.0010280855782497348,0.0022258923923513647,0.000980686314655599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00890052331556061,0.004823179873630979,0.004866431103251776,0.5710980621611536,,0.08177199708248695,,,,,,,,0.0013839165658082768,0.0015457232589508136,0.010722400550305008,0.011084529679348316,,
2020-10-06 13:20:00,0.0010320176155461872,0.0007925565513805615,0.0009419501718590715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.007981895295805563,0.0048760574956003815,0.005508548935824548,0.7568853225443904,,0.0008942972211633561,,,,,,,,0.0002669462240396425,0.0015455218371070432,0.012909117323177894,0.01311292571127555,,
2020-10-06 13:40:00,0.0010123879875607368,0.0006396004538428762,0.0008918386899263897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0064810756598816435,0.004637975171015605,0.004685970979819728,0.5843037840069071,,0.0008883593293168038,,,,,,,,0.00024936807672108725,0.0014329530244824326,0.010701557591015737,0.011273343066576565,,
2020-10-06 14:00:00,0.0010166389030668347,0.0006550351590316677,0.0009551942593943254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.006890768243052256,0.004650637007163214,0.00458562330216692,0.5991950652774903,,0.0008073587170472828,,,,,,,,0.000257763320552608,0.0020800270085259706,0.011262085531904458,0.011208792720992788,,
2020-10-06 14:20:00,0.0009723475302191364,0.0007289089124883556,0.00096146014767882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.007327343097818144,0.0049895514445520124,0.0058594322445727366,0.7629907205341486,,0.0008919979193990157,,,,,,,,0.00026771508989579146,0.0015502332634251634,0.012842428465449814,0.012793078738092467,,
