"Time","api-icesat2-prod-dask-gateway-798c9798f8-bpwcf","api-icesat2-prod-dask-gateway-7996ccc5d9-fqr5g","autohttps-6c669c845d-5ld64","controller-icesat2-prod-dask-gateway-78f86f6f6d-f4nxg","dask-scheduler-2d75a3c022794e0ca895c8cfbf756a87","dask-scheduler-410bb88f732e4680b5456aeb85881f9a","dask-scheduler-489fe79f6bf7448ea2c022a62751a31f","dask-scheduler-4b52a76a35694213a981d9cb3c26b6a7","dask-scheduler-9a2687ca7a6749628e989eac65b9f0c7","dask-scheduler-fe385ff2c7bf4465907ba269a04421b0","dask-worker-410bb88f732e4680b5456aeb85881f9a-7g8ht","dask-worker-410bb88f732e4680b5456aeb85881f9a-7x6bc","dask-worker-410bb88f732e4680b5456aeb85881f9a-9qs4c","dask-worker-410bb88f732e4680b5456aeb85881f9a-b8jq2","dask-worker-410bb88f732e4680b5456aeb85881f9a-kwhzb","dask-worker-489fe79f6bf7448ea2c022a62751a31f-bqsgr","dask-worker-489fe79f6bf7448ea2c022a62751a31f-h29dj","dask-worker-489fe79f6bf7448ea2c022a62751a31f-j9hw4","dask-worker-489fe79f6bf7448ea2c022a62751a31f-lcthl","dask-worker-489fe79f6bf7448ea2c022a62751a31f-rrqxz","dask-worker-4b52a76a35694213a981d9cb3c26b6a7-4vttq","dask-worker-4b52a76a35694213a981d9cb3c26b6a7-7rbpm","dask-worker-4b52a76a35694213a981d9cb3c26b6a7-8qvb4","dask-worker-4b52a76a35694213a981d9cb3c26b6a7-dlzt5","dask-worker-4b52a76a35694213a981d9cb3c26b6a7-fjjvr","dask-worker-4b52a76a35694213a981d9cb3c26b6a7-fnhfq","dask-worker-4b52a76a35694213a981d9cb3c26b6a7-t4h7d","dask-worker-4b52a76a35694213a981d9cb3c26b6a7-t5vf8","dask-worker-4b52a76a35694213a981d9cb3c26b6a7-x7q82","dask-worker-4b52a76a35694213a981d9cb3c26b6a7-xdzmj","dask-worker-9a2687ca7a6749628e989eac65b9f0c7-6fn5v","dask-worker-9a2687ca7a6749628e989eac65b9f0c7-7xt7f","dask-worker-9a2687ca7a6749628e989eac65b9f0c7-82swx","dask-worker-9a2687ca7a6749628e989eac65b9f0c7-8nnw2","dask-worker-9a2687ca7a6749628e989eac65b9f0c7-j9lxj","dask-worker-9a2687ca7a6749628e989eac65b9f0c7-mrz42","dask-worker-9a2687ca7a6749628e989eac65b9f0c7-nhvnj","dask-worker-9a2687ca7a6749628e989eac65b9f0c7-t7scx","dask-worker-9a2687ca7a6749628e989eac65b9f0c7-xkj4w","dask-worker-9a2687ca7a6749628e989eac65b9f0c7-zxhjr","hub-5c554bb6b5-qvjnm","icesat2-prod-ingress-nginx-controller-69b6d47979-hwrr5","icesat2-prod-kube-state-metrics-75bfcfbd8c-scd9j","icesat2-prod-prometheus-op-operator-589f7c4c68-cnxx4","jupyter-ajijohn","jupyter-chiaral","jupyter-cspencerjones","jupyter-emiliom","jupyter-jbusecke","jupyter-jessicas11","jupyter-rabernat","jupyter-rsignell-2dusgs","jupyter-salvis2","jupyter-scottyhq","proxy-5b8689767c-49wqk","traefik-icesat2-prod-dask-gateway-84bd7f7c7-97j5l","user-scheduler-dbd59d5d-25z28","user-scheduler-dbd59d5d-hk844","quota - requests","quota - limits"
2020-09-29 00:20:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-09-29 00:40:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-09-29 01:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-09-29 01:20:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-09-29 01:40:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-09-29 02:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-09-29 02:20:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-09-29 02:40:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-09-29 03:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-09-29 03:20:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-09-29 03:40:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-09-29 04:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-09-29 04:20:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-09-29 04:40:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-09-29 05:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-09-29 05:20:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-09-29 05:40:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-09-29 06:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-09-29 06:20:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-09-29 06:40:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-09-29 07:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-09-29 07:20:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-09-29 07:40:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-09-29 08:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-09-29 08:20:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-09-29 08:40:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-09-29 09:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-09-29 09:20:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-09-29 09:40:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-09-29 10:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-09-29 10:20:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-09-29 10:40:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-09-29 11:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-09-29 11:20:00,,0.0010785112250890772,0.002155541740722484,0.0009721340941649991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.008914679931730594,0.004275235074525256,0.0055690671544898155,0.7347800113304634,0.0009601594047403169,,0.14492376875299073,,,,,,,,0.0016497555236565094,0.001629035121974432,0.012569168178061899,0.012724419426924394,,
2020-09-29 11:40:00,,0.0009999246631304192,0.002171392922211307,0.001007850117992976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.008391184871262683,0.004627666689721845,0.004483982405586003,0.5874530756726601,0.000978582614828008,,0.009081978024226693,,,,,,,,0.0018694769216042822,0.001539008568923098,0.010935259927465378,0.010807574098855278,,
2020-09-29 12:00:00,,0.00107726666386803,0.0026025909028585645,0.0009235255034880458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.007901524403108932,0.0051399457624349155,0.0045707829485213645,0.6042982981816,0.000970703276787198,,0.012645936047617708,,,,,,,,0.0021785835626758907,0.002068714427284438,0.01093042814535856,0.011330426801260896,,
2020-09-29 12:20:00,0.0010346088200398834,,0.0008949376508448335,0.0008610615753335567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.011191172937237797,0.004672926877268105,0.005317641381575708,0.7521077857147073,0.0009512356915098974,,0.0004153588166283182,,,,,,,,0.0006122583552700026,0.001637690435630576,0.011954324793049202,0.013010811280347277,,
2020-09-29 12:40:00,0.0010712243613273742,,0.0008528951044658751,0.0009772714428441765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01159312936722244,0.0048193646877847576,0.004831092783482777,0.5698922211503542,0.0009309939545373086,,0.0003870366258204265,,,,,,,,0.0006113543492388849,0.0015264306303120708,0.011034597556821884,0.010900872496216954,,
2020-09-29 13:00:00,0.001042493292588778,,0.0009228977901662279,0.0009174905573096537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01132822061569503,0.004850434460256079,0.004917578433301772,0.5757846354672533,0.0009689884020557506,,0.000398209294203651,,,,,,,,0.0005896012818699641,0.0015393090834256585,0.01131722914920631,0.010996600346465681,,
2020-09-29 13:20:00,0.000991085413190881,,0.0008188728764961963,0.000976691168377352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.005860650134870208,0.004834929117109896,0.005394057505441919,0.7630386906331955,,,,,,,,,,,0.0002759479828379161,0.0016269487940937075,0.012590619346889886,0.01321743446300129,,
2020-09-29 13:40:00,0.0010797702050935741,,0.0005975321476930496,0.0008723513466291103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.005535056236422225,0.004449104126642411,0.004952675954830737,0.623214185762347,,,,,,,,,,,0.0002555710824970463,0.0015619784506009289,0.010660572684060137,0.0118986985976217,,
2020-09-29 14:00:00,0.0010198690833842783,,0.0006203025258723772,0.0008970847332253226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.005944573969354808,0.00466521912457492,0.004813345622476923,0.6302323505642662,,,,,,,,,,,0.0003550663431136177,0.0015232408563399555,0.010922532215888047,0.011148345896010332,,
2020-09-29 14:20:00,0.001214214332931388,,0.0006544862084327937,0.001142219628998692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0059397090490125645,0.004925681995994139,0.0059167669477413545,0.7090061122075855,,,,,,,,,,,0.00028614789168049273,0.0016828371358494645,0.012658289943895458,0.013047558044246167,,
2020-09-29 14:40:00,0.0010821066293158943,,0.0006549951973340773,0.0009299469287507201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.005464476812188578,0.004374321165576706,0.004555062431700207,0.6200178526910706,,,,,,,,,,,0.0002586094861863731,0.0016358462698258251,0.010908752742392013,0.011741443139963862,,
2020-09-29 15:00:00,0.001075744541097325,,0.0006714872115115633,0.0010573410915696293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.005689699514285254,0.004980437087969164,0.004559064320454068,0.5559358077791302,,,,,,,,,,,0.0002853206453750293,0.0015627737209704894,0.010854251149729762,0.011523031288405906,,
2020-09-29 15:20:00,0.0011547224193413485,,0.0010036868559970648,0.001080985708128077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.007298409005845951,0.004916736525878391,0.006082801224908094,0.7583786733555865,,,,,,,,,,,0.00045741795203191186,0.0016965289203037808,0.013841853248982603,0.013509196680345763,,
2020-09-29 15:40:00,0.0016649538649029902,,0.003613402159088657,0.0009433182028035465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00886841136553725,0.004880100347016128,0.004620434004692815,0.5996046080466488,,,,,,,,,,0.012212220247388826,0.002976164823177893,0.0019324564729667915,0.010862124285870339,0.011935041807635374,,
2020-09-29 16:00:00,0.0014946599254969067,,0.0035792529638011307,0.0008258243282453857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.008164191962143987,0.004835481265383555,0.005230683943481006,0.6620016443626724,,,,,,,,,,0.06138970923513455,0.0024622041871774176,0.0018600480444034661,0.011764977682608818,0.011758374727707546,,
2020-09-29 16:20:00,0.001434293278172172,,0.0025883165520108617,0.0010114669228581826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0097796300529637,0.004837363651524653,0.005358655500998051,0.7643596972209344,,,,,,,,,,,0.0019498474342153703,0.0017245365596043612,0.011524534933339742,0.012740806576691079,,
2020-09-29 16:40:00,0.0009758969321474152,,0.0006005509159225288,0.000863163236201969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.005575762343741177,0.004793425487092553,0.0050324898607914765,0.6136432223633443,,,,,,,,,,,0.0002580331604125818,0.0016178108906400234,0.010746371119948379,0.011393832413961648,,
2020-09-29 17:00:00,0.0010157464757900212,,0.0006239242391663373,0.0009365721083394231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.005215982911291263,0.00464700339308078,0.004942071151284181,0.6383499679728128,,,,,,,,,,,0.00026497731312124097,0.001440984880859743,0.01043604009988967,0.011848052735318979,,
2020-09-29 17:20:00,0.0010158986736997571,,0.000603390009389137,0.0009390712279983331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.005318073297777253,0.004570230942240638,0.00560727076958817,0.7994531052710229,,,,,,,,,,,0.0002481762737360623,0.001618011615219921,0.012250169386791805,0.012900481753709158,,
2020-09-29 17:40:00,0.0009859639848452879,,0.000629622639480883,0.0008686359085830601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00537442166029852,0.004486259079597672,0.004941105187418587,0.651064458062771,,,,,,,,,,,0.0002592004964593418,0.0015896284125625926,0.011676736522411687,0.011651877133241992,,
2020-09-29 18:00:00,0.0010308169445767447,,0.0006140308449319133,0.0008883556297801697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.005777845818869524,0.0046559160804175,0.005054754389889124,0.6217574143181428,,,,,,,,,,,0.0002690776324486676,0.0015851441430531285,0.011486795331836719,0.01175117065796498,,
2020-09-29 18:20:00,0.0010267120740192655,,0.0006097106314997497,0.0009708281000090799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.005627554145629525,0.004616337922705715,0.005672251008540386,0.7570442894655041,,,,,,,,,,,0.0002652193169703256,0.0015404046191058495,0.012418529292233405,0.012732914935223646,,
2020-09-29 18:40:00,0.0010255059866086883,,0.0005780633266696706,0.0009194176497304321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.005365940804163874,0.004543020243650002,0.004978263877655159,0.6449276789466104,,,,,,,,,,,0.000258738926345393,0.0015329815248128595,0.010634102189384813,0.01133017463107549,,
2020-09-29 19:00:00,0.0009746019838407427,,0.0005353054814891637,0.0008603161327391149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.005448422929579953,0.004505719366770964,0.004752929374393465,0.6218056769674947,,,,,,,,,,,0.00025716377996519576,0.001568534407660689,0.011028911786265872,0.011074588811940244,,
2020-09-29 19:20:00,0.001007301206247265,,0.0006102530391763688,0.0009738575006560278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.005226938197596773,0.004550595655510288,0.005772306465719603,0.7702538840835734,,,,,,,,,,,0.00025373205056975477,0.0016764434925452527,0.012118376695864169,0.013592588632086296,,
2020-09-29 19:40:00,0.0009944369021386886,,0.0006447382327198607,0.0009066234774374744,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.005140629760236365,0.0047178708219206885,0.0049678591659941184,0.6290371191701059,,,,,,,,,,,0.0002527382810903644,0.0015954523657009416,0.011127724392482682,0.011373954522977098,,
2020-09-29 20:00:00,0.0009118005722875717,,0.000555246174091185,0.0008716322759527251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.005208257017588673,0.004898052402789238,0.004513951698626812,0.6505420049182271,,,,,,,,,,,0.0002597376450542738,0.0015396755339550914,0.01072377751203197,0.011592070209059287,,
2020-09-29 20:20:00,0.0009976228922183674,,0.0005939105111287868,0.0009273980215736512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.005197237075179811,0.00451604222318734,0.005363010915875576,0.8042556870515724,,,,,,,,,,,0.000246777862381494,0.0015834893960524933,0.012710529496587332,0.01354758183635483,,
2020-09-29 20:40:00,0.0009418729417780151,,0.0005749601873400749,0.0009018480644281087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.005277384666666439,0.004626349571439339,0.004818397073932369,0.6525419519907026,,,,,,,,,,,0.00026286313830536565,0.001498447514091414,0.010980653678407483,0.01107476061962013,,
2020-09-29 21:00:00,0.0010021900291551497,,0.0006048685552674242,0.0009912386005415921,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.005557791189269594,0.004825260523640544,0.004845649801979586,0.6779121641143084,,,,,,,,,,,0.00026107139912652706,0.001575005252974568,0.010801103155099152,0.011797060521592559,,
2020-09-29 21:20:00,0.000987558977874189,,0.0005936973374259422,0.0010083062540749439,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.005394465974032614,0.004664141715565047,0.005726266643986659,0.7662019245910248,,,,,,,,,,,0.00024245927924539546,0.001598307669015879,0.012039517669379609,0.013446477712150655,,
2020-09-29 21:40:00,0.0009909101708693766,,0.000566872245357345,0.0009043087113218319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.005025341679546803,0.004471814479758196,0.004996171285014476,0.6641192377469407,,,,,,,,,,,0.0002604163471675704,0.0016841108005670592,0.010527453348050072,0.011390504654680143,,
2020-09-29 22:00:00,0.0009657876255483587,,0.0005838537555462325,0.0008347219362073123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.005225974133770326,0.004438204288150255,0.0049434508642194255,0.6401398625647489,,,,,,,,,,,0.00024023849406484946,0.0016158246765594062,0.010362749085938804,0.011977643477852937,,
2020-09-29 22:20:00,0.0010201993166149216,,0.0006436821456798163,0.0009861950379111536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.005431353115405709,0.004761623961604081,0.00598007629866551,0.783559996121584,,,,,,,,,,,0.00026383114421728066,0.0016577102910202794,0.012849203183835851,0.012877212787747387,,
2020-09-29 22:40:00,0.0010123367992294781,,0.0006495478933097128,0.0009978511799373989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.005482009817459169,0.004822539310644448,0.004885856229479809,0.6666403340050837,,,,,,,,,,,0.0002523741072739772,0.0016093419156149725,0.010837048608574243,0.011265012267468968,,
2020-09-29 23:00:00,0.0009903041629088884,,0.0006125507709912837,0.0009370269165814263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.005493628875621439,0.004343321219566279,0.004863360436846329,0.6233838083698476,,,,,,,,,,,0.0002515470358210954,0.0014459094588981556,0.01086446250183358,0.011385684150354455,,
2020-09-29 23:20:00,0.0009336686477548041,,0.0005622925896733976,0.0009509921797878926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.005561849851262853,0.004614609566493534,0.005633982536101841,0.7669820658980502,,,,,,,,,,,0.00025458092612220737,0.0017015827868564473,0.012690907151241826,0.013587593649172575,,
2020-09-29 23:40:00,0.0009277931307755762,,0.0005339993920343957,0.0008972717568847738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0054739567187038225,0.004510599260109641,0.004913040006481615,0.6786756294837878,,,,,,,,,,,0.0002690277607629915,0.0016028968653386175,0.010894728377774072,0.01152111679554102,,
2020-09-30 00:00:00,0.0009527413450997824,,0.000584269655920906,0.0009074126345347664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.005691400261847909,0.004603795368927013,0.0046372890575544275,0.6328388517585951,,,,,,,,,,,0.0002728572236333521,0.0015430220677528908,0.011013213837474261,0.01108295470469253,,
